,address,area,date,location,time,type
419,8TH AVE&WAIALAE; AVE,KAIMUKI,12/1/2016,RAINBOW COUNTRY,6:37:48 AM,MOTOR VEHICLE COLLISION
420,12X H1E FWY,AIEA,12/1/2016,H1E KAONOHI OP,6:18:34 AM,MOTOR VEHICLE COLLISION
421,151X KEWALO ST,MAKIKI,12/1/2016, ,6:11:56 AM,MOTOR VEHICLE COLLISION
422,7X H1E FWY,WAIPAHU,12/1/2016,H1E WAIKELE OFF,6:05:54 AM,MOTOR VEHICLE COLLISION
423,11X H1W FWY,PEARL CITY,12/1/2016,H1W PEARL CITY OFF,5:59:45 AM,STALLED/HAZARDOUS VEHICLE
424,5X H1E FWY,EWA BEACH,12/1/2016,H1E KUNIA OFF,5:56:02 AM,STALLED/HAZARDOUS VEHICLE
425,PELE ST&S; VINEYARD BLVD,HONOLULU,11/29/2016, ,6:33:55 PM,MOTOR VEHICLE COLLISION
426,11X S KAM HWY,WAHIAWA,11/29/2016,MCDONALDS WAHIAWA,6:33:02 PM,MOTOR VEHICLE COLLISION
427,22X H1W FWY,PUNCHBOWL,11/29/2016,H1W VINEYARD OFF,6:31:35 PM,MOTOR VEHICLE COLLISION
428,177X ALA MOANA,WAIKIKI,11/29/2016,ILIKAI HTL NIKKO,6:30:32 PM,MOTOR VEHICLE COLLISION
429,ALA MOANA&SOUTH; ST,KAKAAKO,11/29/2016, ,6:26:55 PM,STALLED/HAZARDOUS VEHICLE
430,20X H1E FWY,KALIHI,11/29/2016,H1E LIKELIKE OFF,6:19:08 PM,STALLED/HAZARDOUS VEHICLE
431,X ARIZONA MEMORIAL PL,PEARL HBR,11/29/2016,ARIZONA MEMORIAL FER,6:17:48 PM,MOTOR VEHICLE COLLISION
432,155X KALAKAUA AVE,HONOLULU,11/29/2016,KALAKAUA HOMES LOWRI,6:13:19 PM,MOTOR VEHICLE COLLISION
433,176X ALA NOE WAY,MOANALUA V,11/29/2016, ,6:11:26 PM,MOTOR VEHICLE COLLISION
434,H1W FWY & KAONOHI ST,AIEA,11/29/2016,H1W KAONOHI OP,6:11:07 PM,TRAFFIC INCIDENT - NO COLLISION
435,KAMAKEE ST&KAPIOLANI; BLVD,HONOLULU,11/29/2016, ,6:08:40 PM,MOTOR VEHICLE COLLISION
436,KAM HWY&PUU; MOMI ST,PEARL CITY,11/29/2016, ,6:05:01 PM,MOTOR VEHICLE COLLISION
437,KALAKAUA AVE&S; KING ST,HONOLULU,11/29/2016, ,5:58:30 PM,HAZARDOUS DRIVER
438,12X H1W FWY,AIEA,11/29/2016,H1W KAAMILO OP,5:53:59 PM,STALLED/HAZARDOUS VEHICLE
439,95005X WAIMAKUA DR,MILILANI,11/29/2016, ,5:47:06 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
440,KAILI ST&N; KING ST,KALIHI,11/29/2016,H MARKET,5:45:01 PM,MOTOR VEHICLE COLLISION
441,ALA KAPUNA & W MOANALUA FWY,MOANALUA V,11/29/2016,MFW ALA KAPUNA OP,5:43:29 PM,STALLED/HAZARDOUS VEHICLE
442,MOOKAULA ST&WAIAKAMILO; RD,KALIHI,11/29/2016, ,5:43:17 PM,MOTOR VEHICLE COLLISION
443,KAM HWY&WHITMORE; AVE,WAHIAWA,12/2/2016, ,1:53:34 PM,MOTOR VEHICLE COLLISION
444,50X N NIMITZ HWY,KALIHI,12/2/2016,KMART IWILEI,1:45:58 PM,HAZARDOUS DRIVER
445,KALANIANAOLE HWY&KEAHOLE; ST,HAWAII KAI,12/2/2016, ,1:44:06 PM,HAZARDOUS DRIVER
446,94005X FARRINGTON HWY,WAIPAHU,12/2/2016,SEAFOOD CITY,1:43:36 PM,MOTOR VEHICLE COLLISION
447,4X LEILEHUA RD,WAHIAWA,12/2/2016, ,1:38:06 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
448,AAWA DR&FORT; WEAVER RD,EWA BEACH,12/2/2016, ,1:28:26 PM,MOTOR VEHICLE COLLISION
449,96X CENTER ST,WAHIAWA,12/2/2016,WAHIAWA MEDICAL CENTER,1:26:08 PM,MOTOR VEHICLE COLLISION
450,LAWEHANA ST&SALT; LAKE BLVD,AIEA,12/2/2016, ,1:25:50 PM,HAZARDOUS DRIVER
451,434X PAHOA AVE,KAIMUKI,12/2/2016,REGENCY AT KAHALA TH,1:02:45 PM,MOTOR VEHICLE COLLISION
452,717X KALANIANAOLE HWY,HAWAII KAI,12/2/2016,CHEVRON HAWAII KAI,12:55:56 PM,MOTOR VEHICLE COLLISION
453,94079X LUMIAINA ST,WAIPIO,12/2/2016,WAIKELE CTR / OUTLETS,12:54:32 PM,MOTOR VEHICLE COLLISION
454,719X KALANIANAOLE HWY,HAWAII KAI,12/1/2016,KOKO MARINA SC,9:24:30 PM,MOTOR VEHICLE COLLISION
455,HALEMAUMAU ST&KALANIANAOLE; HWY,AINA HAINA,12/1/2016, ,9:18:44 PM,HAZARDOUS DRIVER
456,KAONOHI ST&MOANALUA; RD,AIEA,12/1/2016, ,9:18:43 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
457,98085X MOANALUA RD,AIEA,12/1/2016,KAM DRIVE IN,9:17:23 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
458,45005X KAM HWY,KANEOHE,12/1/2016,PALI GC,9:16:50 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
459,98093X MOANALUA RD,AIEA,12/1/2016,ST TIMOTHY CHILDREN,9:16:04 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
460,59X FARRINGTON HWY,KAPOLEI,12/1/2016,MCDONALDS KAPOLEI SC,9:03:42 PM,MOTOR VEHICLE COLLISION
461,9X H1W FWY,WAIPAHU,12/1/2016,H1W WAIPAHU OFF,8:57:21 PM,STALLED/HAZARDOUS VEHICLE
462,2X H2N FWY,PEARL CITY,12/1/2016,H2N KA UKA OFF,8:48:53 PM,MOTOR VEHICLE COLLISION
463,140X N SCHOOL ST,KALIHI,12/1/2016,CHEVRON KAPALAMA,8:43:47 PM,MOTOR VEHICLE COLLISION
464,47038X HUI IWA ST,KANEOHE,12/1/2016,KOOLAU THEATRES,8:42:52 PM,MOTOR VEHICLE COLLISION
465,KULIA ST&WHITMORE; AVE,WAHIAWA,12/1/2016, ,8:40:19 PM,STALLED/HAZARDOUS VEHICLE
466,GEIGER RD&KAPOLEI; PKWY,EWA BEACH,12/4/2016, ,9:19:50 PM,HAZARDOUS DRIVER
467,221X AHE ST,KAIMUKI,12/4/2016,PALOLO HOMES BLDG 49,9:15:56 PM,MOTOR VEHICLE COLLISION
468,NUUANU AVE&S; VINEYARD BLVD,DOWNTOWN,12/4/2016, ,9:14:12 PM,STALLED/HAZARDOUS VEHICLE
469,84011X WATER ST,MAKAHA,12/4/2016, ,9:12:19 PM,MOTOR VEHICLE COLLISION
470,ATKINSON DR&KAPIOLANI; BLVD,ALA MOANA,12/4/2016,7ELEVEN,9:08:34 PM,MOTOR VEHICLE COLLISION
471,41X N SCHOOL ST,NUUANU,12/4/2016,FOODLAND SCHOOL ST,9:07:59 PM,MOTOR VEHICLE COLLISION
472,H3W FWY&KAM; HWY,KANEOHE,12/4/2016, ,9:02:14 PM,MOTOR VEHICLE COLLISION
473,HALEKOU RD&KAM; HWY,KANEOHE,12/4/2016,KAM HW UNDER H3OP,9:01:38 PM,MOTOR VEHICLE COLLISION - TOWED
474,WAIMALU ONTO H1W,PEARL CITY,12/4/2016,WAIMALU ONTO H1W,9:01:16 PM,STALLED/HAZARDOUS VEHICLE
475,95022X KIPAPA DR,MILILANI,12/4/2016,ROSS MILILANI SC,8:59:43 PM,MOTOR VEHICLE COLLISION
476,612X KALANIANAOLE HWY,AINA HAINA,12/4/2016, ,8:58:05 PM,MOTOR VEHICLE COLLISION
477,94105X HALEHAU ST,WAIPAHU,12/4/2016, ,8:40:26 PM,TRAFFIC INCIDENT - NO COLLISION
478,H3E KAM OFF,KANEOHE,12/4/2016,H3E KAM OFF,8:35:13 PM,STALLED/HAZARDOUS VEHICLE
479,KA UKA ONTO H2N,PEARL CITY,12/4/2016,KA UKA ONTO H2N,8:27:01 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
480,258X JASMINE ST,KAIMUKI,12/3/2016, ,6:22:13 PM,MOTOR VEHICLE COLLISION
481,20X HAMAKUA DR,KAILUA,12/3/2016,SAFEWAY KAILUA,6:17:45 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
482,100X KAPIOLANI BLVD,HONOLULU,12/3/2016,PACIFICA OF HONOLULU,6:16:31 PM,MOTOR VEHICLE COLLISION
483,13X H1W FWY,AIEA,12/3/2016,H1W AIEA OFF,6:16:29 PM,HAZARDOUS DRIVER
484,22X H1E FWY,HONOLULU,12/3/2016,H1E KINAU OFF,6:14:27 PM,STALLED/HAZARDOUS VEHICLE
485,PUNCHBOWL ONTO H1W,PUNCHBOWL,12/3/2016,PUNCHBOWL ONTO H1W,6:14:13 PM,STALLED/HAZARDOUS VEHICLE
486,94047X UKEE ST,WAIPIO,12/3/2016, ,6:12:22 PM,MOTOR VEHICLE COLLISION
487,QUEEN EMMA ST&S; VINEYARD BLVD,DOWNTOWN,12/3/2016,CENTRAL CONTROL,6:09:58 PM,MOTOR VEHICLE COLLISION
488,107X KINAU ST,HONOLULU,12/3/2016, ,6:09:49 PM,MOTOR VEHICLE COLLISION
489,152X HAKA DR,KALIHI,12/3/2016,KAM HOMES BLDG 4,6:03:27 PM,MOTOR VEHICLE COLLISION
490,330X TANTALUS DR,MAKIKI,12/3/2016, ,6:02:49 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
491,PALI ONTO H1E&S; SCHOOL ST,PUNCHBOWL,12/3/2016, ,6:01:16 PM,MOTOR VEHICLE COLLISION
492,19X H1W FWY,KALIHI,12/3/2016,H1W MFW OFF MIDDLE,5:55:54 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
493,85001X FARRINGTON HWY,MAKAHA,12/3/2016,7ELEVEN MAKAHA,5:55:41 PM,STALLED/HAZARDOUS VEHICLE
494,PALI ONTO H1E,PUNCHBOWL,12/3/2016,PALI ONTO H1E,5:52:43 PM,MOTOR VEHICLE COLLISION
495,159X H3 FWY,MCBH,12/3/2016,BARRACKS 50-70,5:49:05 PM,MOTOR VEHICLE COLLISION
496,80X KINAU ST,HONOLULU,12/3/2016,MAUKA PLAZA,5:48:08 PM,MOTOR VEHICLE COLLISION
497,20X H1W FWY,KALIHI,12/3/2016,H1W HOUGHTAILING OFF,5:42:07 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
498,273X MOANALUA RD,MOANALUA V,12/3/2016,MFW MIDDLE ON,5:40:02 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
499,DILLINGHAM BLVD&KAAAHI; ST,KALIHI,12/3/2016, ,5:38:40 PM,MOTOR VEHICLE COLLISION
500,MFE H3E ON,AIEA,12/3/2016,MFE H3E ON,5:31:10 PM,STALLED/HAZARDOUS VEHICLE
501,73X MCCULLY ST,MCCULLY,12/3/2016, ,5:29:07 PM,MOTOR VEHICLE COLLISION
502,196X KAPIOLANI BLVD,MCCULLY,12/3/2016,MCCULLY SC,5:26:21 PM,MOTOR VEHICLE COLLISION
503,94066X KUPUOHI ST,WAIPAHU,12/3/2016,BOH KUNIA SC,11:17:32 PM,MOTOR VEHICLE COLLISION
504,5X H2N FWY,MILILANI,12/3/2016,H2N MAUKA OFF,11:12:22 PM,HAZARDOUS DRIVER
505,219X KALIA RD,WAIKIKI,12/3/2016,HALEKULANI HTL,11:00:55 PM,MOTOR VEHICLE COLLISION
506,16X H1W FWY,AIRPORT,12/3/2016,H1W AIRPORT OFF,10:45:08 PM,HAZARDOUS DRIVER
507,94102X LUMIAUAU ST,WAIPIO,12/3/2016, ,10:38:47 PM,MOTOR VEHICLE COLLISION
508,KALANIANAOLE HWY&PUUIKENA; DR,AINA HAINA,12/3/2016, ,10:29:50 PM,HAZARDOUS DRIVER
509,202X S BERETANIA ST,MCCULLY,11/30/2016,SHELL,11:35:40 AM,MOTOR VEHICLE COLLISION
510,FARRINGTON HWY&MOKUOLA; ST,WAIPAHU,11/30/2016, ,11:32:53 AM,MOTOR VEHICLE COLLISION
511,204X KUHIO AVE,WAIKIKI,11/30/2016,AMBASSADOR HTL,11:30:57 AM,MOTOR VEHICLE COLLISION
512,70X N NIMITZ HWY,KALIHI,11/30/2016,HILO HATTIE,11:30:29 AM,MOTOR VEHICLE COLLISION
513,160X S KING ST,MCCULLY,11/30/2016,SUBWAY PUNAHOU,11:25:27 AM,MOTOR VEHICLE COLLISION
514,LIKELIKE HWY&NALANIEHA; ST,KALIHI,11/30/2016, ,11:17:48 AM,TRAFFIC SIGNAL PROBLEM
515,H1E EXIT26B WAIALAE,KAIMUKI,11/30/2016,H1E EXIT26B WAIALAE,11:16:35 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
516,22X PAOAKALANI AVE,WAIKIKI,11/30/2016,WAIKIKI SUNSET,11:08:59 AM,MOTOR VEHICLE COLLISION
517,H3E W HARANO TUNNEL,AIEA,11/30/2016,H3E W HARANO TUNNEL,11:07:49 AM,STALLED/HAZARDOUS VEHICLE
518,AULOA RD&KALANIANAOLE; HWY,KAILUA,11/30/2016, ,10:57:58 AM,HAZARDOUS DRIVER
519,S BERETANIA ST&PUNCHBOWL; ST,HONOLULU,11/30/2016, ,10:57:51 AM,MOTOR VEHICLE COLLISION
520,H1E EXIT21B PUNCHBWL,DOWNTOWN,11/30/2016,H1E EXIT21B PUNCHBWL,10:56:39 AM,MOTOR VEHICLE COLLISION
521,99017X MOANALUA RD,AIEA,11/30/2016,SHELL AIEA,10:55:13 AM,MOTOR VEHICLE COLLISION
522,KALIHI ST&LIKELIKE; HWY,KALIHI,11/30/2016, ,10:54:31 AM,TRAFFIC SIGNAL PROBLEM
523,N KING ST&MIDDLE; ST,KALIHI,11/30/2016, ,10:53:32 AM,TRAFFIC SIGNAL PROBLEM
524,24X H1E FWY,MCCULLY,11/30/2016,H1E BINGHAM OFF,10:51:21 AM,HAZARDOUS DRIVER
525,65X IWILEI RD,KALIHI,11/30/2016,DOLE CANNERY SQR,10:48:11 AM,MOTOR VEHICLE COLLISION
526,294X N NIMITZ HWY,AIRPORT,11/30/2016,"HONOLULU GMC,BUICK,CADILAC",10:45:49 AM,MOTOR VEHICLE COLLISION
527,HOOMALU ST&MOANALUA; RD,PEARL CITY,11/30/2016, ,10:44:21 AM,MOTOR VEHICLE COLLISION
528,H1E EXIT8C KAM,WAIPAHU,11/30/2016,H1E EXIT8C KAM,10:42:03 AM,MOTOR VEHICLE COLLISION
529,7X H1E FWY,WAIPAHU,12/5/2016,H1E WAIKELE OFF,6:18:47 AM,MOTOR VEHICLE COLLISION
530,220X WILSON ST,KALIHI,12/5/2016, ,6:12:29 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
531,48002X KAM HWY,KAHALUU,12/5/2016, ,6:10:11 AM,MOTOR VEHICLE COLLISION
532,IWILEI RD&N; KING ST,KALIHI,12/5/2016, ,6:06:52 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
533,94050X KAM HWY,MILILANI,12/5/2016,BRIDGE KIPAPA D2 NB,5:50:27 AM,MOTOR VEHICLE COLLISION
534,FARRINGTON HWY&MAKAKILO; DR,KAPOLEI,12/5/2016, ,5:35:28 AM,MOTOR VEHICLE COLLISION
535,49060X KAM HWY,KAHALUU,12/5/2016,CHINAMANS HAT,5:34:04 AM,HAZARDOUS DRIVER
536,294X N NIMITZ HWY,AIRPORT,12/5/2016,GMC,5:19:35 AM,MOTOR VEHICLE COLLISION
537,FARR /ALIINUI, ,11/30/2016, ,1:36:56 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
538,KAWAIHAE ST&MAY; WAY,HAWAII KAI,11/30/2016, ,1:27:57 PM,MOTOR VEHICLE COLLISION
539,33X N CANE ST,WAHIAWA,11/30/2016,HPD WAHIAWA,1:15:31 PM,MOTOR VEHICLE COLLISION
540,87X DILLINGHAM BLVD,KALIHI,11/30/2016,HCC,1:06:16 PM,MOTOR VEHICLE COLLISION
541,26X H1E FWY,KAIMUKI,11/30/2016,H1E KOKO HEAD OFF,1:04:51 PM,STALLED/HAZARDOUS VEHICLE
542,83043X FARRINGTON HWY,MAKAHA,11/30/2016,KEAAU BCH PK,1:04:50 PM,MOTOR VEHICLE COLLISION
543,134X ALA MOANA,HONOLULU,11/30/2016, ,1:02:35 PM,MOTOR VEHICLE COLLISION
544,257X S KING ST,MCCULLY,11/30/2016,FED EX KINKOS,12:55:16 PM,MOTOR VEHICLE COLLISION
545,KAHEKILI HWY&KAHUHIPA; ST,KANEOHE,11/30/2016, ,12:50:31 PM,MOTOR VEHICLE COLLISION
546,5X S KAM HWY,WAHIAWA,11/30/2016,WAHIAWA AUTOMOTIVE CTR,12:48:53 PM,MOTOR VEHICLE COLLISION
547,486X BOUGAINVILLE DR,MOANALUA,11/30/2016,MOANALUA COMM CHURCH,12:43:31 PM,MOTOR VEHICLE COLLISION
548,N NIMITZ HWY&SAND; ISLAND ACC R,KALIHI,11/30/2016, ,12:40:02 PM,MOTOR VEHICLE COLLISION
549,91104X KAI KUKUMA ST,EWA BEACH,12/2/2016, ,5:51:04 PM,MOTOR VEHICLE COLLISION
550,APUHIHI ST&AU; ST,MOKULEIA,12/2/2016, ,5:50:30 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
551,411X WAIALAE AVE,KAIMUKI,12/2/2016,CHEVRON WAIALAE,5:45:26 PM,MOTOR VEHICLE COLLISION
552,ALA WAI BLVD&LIPEEPEE; ST,WAIKIKI,12/2/2016, ,5:42:43 PM,STALLED/HAZARDOUS VEHICLE
553,QUEEN EMMA ST&VINEYARD; ST,DOWNTOWN,12/2/2016, ,5:41:26 PM,MOTOR VEHICLE COLLISION
554,KEEAUMOKU ST&MAKALOA; ST,HONOLULU,12/2/2016,MUSUBI CAFE,5:38:10 PM,MOTOR VEHICLE COLLISION
555,AOLOA ST&HAMAKUA; DR,KAILUA,12/2/2016, ,5:36:07 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
556,KAM HWY&KANUKU; ST,AIEA,12/2/2016, ,5:35:48 PM,TRAFFIC SIGNAL PROBLEM
557,H3E LIKELIKE OFF,KANEOHE,12/2/2016,H3E LIKELIKE OFF,5:34:20 PM,HAZARDOUS DRIVER
558,N NIMITZ HWY&SAND; ISLAND ACC R,KALIHI,12/2/2016, ,5:30:11 PM,STALLED/HAZARDOUS VEHICLE
559,600X PALI HWY,KAILUA,12/2/2016,PALI TUNNELS D4 S,5:29:10 PM,STALLED/HAZARDOUS VEHICLE
560,64X KAILUA RD,KAILUA,12/2/2016,WHOLE FOODS KAILUA,5:28:22 PM,MOTOR VEHICLE COLLISION
561,80X S BERETANIA ST,HONOLULU,12/2/2016,HPD ALAPAI,5:26:47 PM,HAZARDOUS DRIVER
562,162X N SCHOOL ST,KALIHI,12/2/2016,KAM SC,5:26:38 PM,MOTOR VEHICLE COLLISION
563,KEAHUMOA PKWY&KUALAKAI; PKWY,KAPOLEI,12/2/2016, ,5:24:15 PM,HAZARDOUS DRIVER
564,IOLANI AVE&PROSPECT; ST,PUNCHBOWL,12/2/2016, ,5:22:08 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
565,40X ROYAL HAWAIIAN AVE,WAIKIKI,12/2/2016,COURTYARD AT MARRIOT,5:20:25 PM,MOTOR VEHICLE COLLISION
566,9X H1W FWY,WAIPAHU,12/2/2016,H1W WAIPAHU OFF,5:19:51 PM,STALLED/HAZARDOUS VEHICLE
567,93X VALKENBURGH ST,MOANALUA,12/2/2016,TACO BELL MOANALUA,5:04:35 PM,MOTOR VEHICLE COLLISION
568,94122X KAHUANUI ST,WAIPAHU,12/2/2016, ,4:58:06 PM,MOTOR VEHICLE COLLISION
569,9X H1W FWY,WAIPAHU,12/2/2016,H1W WAIPAHU OFF,4:57:38 PM,MOTOR VEHICLE COLLISION
570,98100X MOANALUA RD,AIEA,12/2/2016,MCDONALDS PEARLRIDGE,4:57:12 PM,MOTOR VEHICLE COLLISION
571,355X PUUKU MAUKA DR,ALIAMANU,12/2/2016, ,4:54:53 PM,MOTOR VEHICLE COLLISION
572,20X H1E FWY,KALIHI,11/29/2016,H1E VINEYARD OFF,5:36:25 PM,MOTOR VEHICLE COLLISION
573,21X H1E FWY,DOWNTOWN,11/29/2016,H1E AALA OP,5:27:37 PM,HAZARDOUS DRIVER
574,FD ROOSEVELT AVE&GEIGER; RD,KALAELOA,11/29/2016, ,5:22:27 PM,MOTOR VEHICLE COLLISION
575,PACIFIC HTS RD&PAUOA; RD,PUNCHBOWL,11/29/2016, ,4:54:05 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
576,MISSION LN&QUEEN; ST,HONOLULU,11/29/2016,KAWAIAHAO CHURCH SCHOOL,4:49:15 PM,MOTOR VEHICLE COLLISION
577,276X TANTALUS DR,MAKIKI,11/29/2016, ,4:46:22 PM,MOTOR VEHICLE COLLISION
578,FORT WEAVER RD&GEIGER; RD,EWA BEACH,11/29/2016, ,4:44:30 PM,MOTOR VEHICLE COLLISION
579,S BERETANIA ST&KEEAUMOKU; ST,HONOLULU,11/29/2016, ,4:42:28 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
580,175X S KING ST,MCCULLY,12/5/2016, ,5:23:56 PM,MOTOR VEHICLE COLLISION
581,13X H1W FWY,AIEA,12/5/2016,H1W AIEA HTS OP,5:22:46 PM,STALLED/HAZARDOUS VEHICLE
582,45091X KAM HWY,KANEOHE,12/5/2016,HFD KANEOHE 17,5:20:09 PM,MOTOR VEHICLE COLLISION
583,KAM HWY&KEOLE; ST,KANEOHE,12/5/2016, ,5:19:30 PM,MOTOR VEHICLE COLLISION
584,N KING ST&MORRIS; LN,KALIHI,12/5/2016, ,5:14:23 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
585,202X AUIKI ST,KALIHI,12/5/2016,GX AUTO,5:14:17 PM,MOTOR VEHICLE COLLISION
586,25X H1E FWY,MCCULLY,12/5/2016,H1E KING OFF,5:12:37 PM,MOTOR VEHICLE COLLISION
587,24X H1E FWY,MCCULLY,12/5/2016,H1E UNIVERSITY OFF,5:12:08 PM,MOTOR VEHICLE COLLISION
588,H1E EXIT25A KING KAP,MCCULLY,12/5/2016,H1E EXIT25A KING KAP,5:11:53 PM,MOTOR VEHICLE COLLISION - TOWED
589,ALA KAPUNA & W MOANALUA FWY,MOANALUA V,12/5/2016,MFW ALA KAPUNA OP,5:11:22 PM,STALLED/HAZARDOUS VEHICLE
590,47026X WAIHEE RD,KAHALUU,12/5/2016,KAHALUU PLAYGROUND,5:09:50 PM,MOTOR VEHICLE COLLISION
591,KAM HWY&WAIHEE; RD,KAHALUU,12/5/2016, ,5:09:05 PM,MOTOR VEHICLE COLLISION
592,94015X AWALAU ST,WAIPAHU,12/5/2016, ,5:07:38 PM,MOTOR VEHICLE COLLISION
593,FARRINGTON HWY&MOKUOLA; ST,WAIPAHU,12/5/2016, ,5:05:58 PM,MOTOR VEHICLE COLLISION
594,70X KEEAUMOKU ST,HONOLULU,12/5/2016,WALMART KEEAUMOKU,5:05:01 PM,MOTOR VEHICLE COLLISION
595,30X W MOANALUA FWY,HONOLULU,12/5/2016,MFW MOANALUA VLY OFF,5:03:51 PM,STALLED/HAZARDOUS VEHICLE
596,91070X AIKANAKA RD,EWA BEACH,12/5/2016, ,5:02:46 PM,MOTOR VEHICLE COLLISION
597,PENSACOLA ST&RYCROFT; ST,HONOLULU,12/5/2016, ,5:00:33 PM,MOTOR VEHICLE COLLISION
598,10X HOLOMOANA ST,WAIKIKI,12/5/2016,HAWAII PRINCE HTL,4:59:05 PM,STALLED/HAZARDOUS VEHICLE
599,AULOA RD&PALI; HWY,KANEOHE,12/5/2016, ,4:56:05 PM,MOTOR VEHICLE COLLISION
600,95011X KAM HWY,MILILANI,12/5/2016,JIU JITSU ACADEMY,4:54:30 PM,MOTOR VEHICLE COLLISION
601,FARRINGTON HWY&MOKUOLA; ST,WAIPAHU,12/5/2016, ,4:53:35 PM,MOTOR VEHICLE COLLISION
602,13X H1E FWY,AIEA,12/5/2016,H1E EXIT13A H3E,4:53:20 PM,MOTOR VEHICLE COLLISION
603,212X N NIMITZ HWY,KALIHI,12/5/2016,MCDONALDS KALIHI,4:52:01 PM,MOTOR VEHICLE COLLISION
604,H1E AIEA OFF,AIEA,12/5/2016,H1E AIEA OFF,4:51:49 PM,MOTOR VEHICLE COLLISION
605,145X QUEEN EMMA ST,DOWNTOWN,12/5/2016,PACIFIC CLUB,4:42:46 PM,MOTOR VEHICLE COLLISION
606,85X KAM HWY,PEARL CITY,12/5/2016,DON QUIJOTE PEARL CI,4:35:04 PM,MOTOR VEHICLE COLLISION
607,KALIHI ST&N; NIMITZ HWY,KALIHI,12/5/2016,7ELEVEN,4:34:33 PM,MOTOR VEHICLE COLLISION
608,H1W FWY&H3W; EXIT 1A,AIEA,12/5/2016, ,4:33:24 PM,MOTOR VEHICLE COLLISION
609,11X H1W FWY,PEARL CITY,12/5/2016,H1W PEARL CITY OFF,4:28:38 PM,MOTOR VEHICLE COLLISION
610,98029X KAONOHI ST,AIEA,12/4/2016, ,7:13:44 AM,STALLED/HAZARDOUS VEHICLE
611,70X KAPAHULU AVE,KAIMUKI,12/4/2016,HELE GAS KAPAHULU,7:07:59 AM,MOTOR VEHICLE COLLISION
612,117X PALEA WAY,HAWAII KAI,12/4/2016, ,6:50:01 AM,MOTOR VEHICLE COLLISION
613,255X KALAKAUA AVE,WAIKIKI,12/4/2016,WAIKIKI BEACH MARRIO,6:46:55 AM,MOTOR VEHICLE COLLISION
614,745X KALANIANAOLE HWY,HAWAII KAI,12/4/2016,HANAUMA BAY,6:30:01 AM,MOTOR VEHICLE COLLISION
615,9X H1W FWY,WAIPAHU,12/4/2016,H1W WAIPAHU OFF,6:25:02 AM,STALLED/HAZARDOUS VEHICLE
616,308X WAIALAE AVE,KAIMUKI,11/30/2016,CITY MILL KAIMUKI,3:35:24 PM,TRAFFIC SIGNAL PROBLEM
617,ST LOUIS DR&WAIALAE; AVE,KAIMUKI,11/30/2016, ,3:32:06 PM,TRAFFIC SIGNAL PROBLEM
618,24X H1W FWY,MANOA,11/30/2016,H1W UNIVERSITY OFF,3:31:07 PM,STALLED/HAZARDOUS VEHICLE
619,12X H1W FWY,AIEA,11/30/2016,H1W KAAMILO OP,3:28:44 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
620,296X S KING ST,KAPAHULU,11/30/2016,CHEVRON KAIMUKI,3:27:29 PM,MOTOR VEHICLE COLLISION
621,X H2S FWY,WAIPIO,11/30/2016,H2S WAIANAE OFF,3:26:27 PM,STALLED/HAZARDOUS VEHICLE
622,145X ALA MOANA,ALA MOANA,11/30/2016,ALA MOANA SC,3:23:24 PM,MOTOR VEHICLE COLLISION
623,75X UMI ST,KALIHI,11/30/2016, ,3:21:53 PM,MOTOR VEHICLE COLLISION
624,ST LOUIS DR&WAIALAE; AVE,KAIMUKI,11/30/2016, ,3:16:19 PM,TRAFFIC SIGNAL PROBLEM
625,H2S FWY & KA UKA BLVD, ,11/30/2016,H2S KA UKA OP,3:13:03 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
626,16X H1E FWY,AIRPORT,11/30/2016,H1E AIRPORT OFF,3:08:08 PM,STALLED/HAZARDOUS VEHICLE
627,310X PACIFIC HTS RD,PUNCHBOWL,11/30/2016, ,3:03:47 PM,MOTOR VEHICLE COLLISION
628,2X CRAIGSIDE PL,NUUANU,11/30/2016,HNL MEMORIAL PK,2:59:12 PM,MOTOR VEHICLE COLLISION
