,address,area,date,location,time,type
0,92078X FARRINGTON HWY,KAPOLEI,11/30/2016,HONOKAI HALE,9:29:11 PM,TRAFFIC SIGNAL PROBLEM
1,283X E MANOA RD,MANOA,11/30/2016,MANOA VLY THEATRE,9:14:30 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
2,KALAKAUA AVE&MONSARRAT; AVE,WAIKIKI,11/30/2016, ,8:52:01 PM,MOTOR VEHICLE COLLISION
3,ST LOUIS DR&WAIALAE; AVE,KAIMUKI,11/30/2016, ,8:48:35 PM,TRAFFIC SIGNAL PROBLEM
4,122X N SCHOOL ST,KALIHI,12/1/2016, ,5:25:48 AM,MOTOR VEHICLE COLLISION
5,188X MAKUAKANE ST,KALIHI,12/1/2016,KAMEHAMEHA SCHOOLS,1:37:27 PM,MOTOR VEHICLE COLLISION
6,16X H1E FWY,AIRPORT,12/1/2016,H1E AIRPORT OFF,1:31:20 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
7,421X WAIALAE AVE,WAIALAE,12/1/2016,URGENT CARE,1:30:16 PM,MOTOR VEHICLE COLLISION
8,17X H1E FWY,AIRPORT,12/1/2016,H1E AIRPORT ON,1:28:22 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
9,H1E AIEA OFF,AIEA,12/1/2016,H1E AIEA OFF,1:25:47 PM,STALLED/HAZARDOUS VEHICLE
10,H3E HOSPITAL ROCK,KANEOHE,12/1/2016,H3E HOSPITAL ROCK,1:20:40 PM,STALLED/HAZARDOUS VEHICLE
11,KAHUHIPA ST&KAM; HWY,KANEOHE,12/1/2016, ,1:13:33 PM,MOTOR VEHICLE COLLISION
12,CAMP CATLIN RD&N; NIMITZ HWY,AIRPORT,12/1/2016, ,12:41:18 PM,MOTOR VEHICLE COLLISION
13,LEXINGTON ST&MIDWAY; RD,KALAELOA,12/5/2016, ,7:16:42 AM,MOTOR VEHICLE COLLISION
14,KALANIANAOLE HWY&KAWAIHAE; ST,HAWAII KAI,12/5/2016, ,7:16:33 AM,HAZARDOUS DRIVER
15,COYNE ST&GRIFFITHS; ST,MCCULLY,12/5/2016, ,7:13:40 AM,MOTOR VEHICLE COLLISION - TOWED
16,49027X KAM HWY,KAHALUU,12/5/2016,KUALOA RANCH,7:01:34 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
17,99120X HALAWA VALLEY ST,AIEA,12/5/2016, ,6:59:13 AM,MOTOR VEHICLE COLLISION
18,1X H1W FWY,MAKAKILO,12/5/2016,H1W KUNIA OFF,6:58:45 AM,HAZARDOUS DRIVER
19,150X DILLINGHAM BLVD,KALIHI,12/5/2016,BURGER KING KALIHI,6:56:08 AM,TRAFFIC INCIDENT - NO COLLISION
20,ALA MOANA&WARD; AVE,KAKAAKO,12/5/2016, ,6:54:54 AM,TRAFFIC SIGNAL PROBLEM
21,55069X KAM HWY,LAIE,12/5/2016,HUKILAU PARK,6:44:14 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
22,57X H3W FWY,AIEA,12/5/2016,HARANO TUNNEL H3W,6:42:05 AM,MOTOR VEHICLE COLLISION
23,57X H3W FWY,AIEA,12/5/2016,HARANO TUNNEL H3W,6:42:04 AM,MOTOR VEHICLE COLLISION
24,N NIMITZ HWY&SMITH; ST,DOWNTOWN,12/5/2016, ,6:38:18 AM,STALLED/HAZARDOUS VEHICLE
25,HALEMAUMAU ST&KALANIANAOLE; HWY,AINA HAINA,12/5/2016, ,6:24:51 AM,STALLED/HAZARDOUS VEHICLE
26,11X H1W FWY,PEARL CITY,12/3/2016,H1W PEARL CITY OFF,3:19:35 AM,HAZARDOUS DRIVER
27,KALAKAUA AVE&KANUNU; ST,HONOLULU,12/3/2016, ,2:33:04 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
28,X ALOHA TOWER DR,DOWNTOWN,12/1/2016,ALOHA TOWER MP,12:25:17 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
29,AOLELE ST&PAIEA; ST,AIRPORT,12/1/2016, ,12:06:49 AM,MOTOR VEHICLE COLLISION
30,34X W MOANALUA FWY,MOANALUA V,11/30/2016,TRIPLER ONTO MFW,11:58:44 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
31,KAAHELE ST&KILINOE; ST,AIEA,11/30/2016, ,11:53:25 PM,STALLED/HAZARDOUS VEHICLE
32,146X ALA HEKILI PL,MOANALUA V,11/30/2016, ,11:47:53 PM,MOTOR VEHICLE COLLISION
33,251X S BERETANIA ST,MCCULLY,11/30/2016, ,2:38:18 PM,MOTOR VEHICLE COLLISION
34,95101X MOHA ST,MILILANI,11/30/2016, ,2:35:21 PM,TRAFFIC INCIDENT - NO COLLISION
35,66058X KAM HWY,HALEIWA,11/30/2016,TESORO HALEIWA,2:30:36 PM,MOTOR VEHICLE COLLISION
36,13X HEKILI ST,KAILUA,11/30/2016,BOWMAN ELECTRIC SHOP LTD,2:30:13 PM,MOTOR VEHICLE COLLISION
37,200X KALIA RD,WAIKIKI,11/30/2016,HHV RAINBOW TOWER,2:28:28 PM,MOTOR VEHICLE COLLISION
38,237X KUHIO AVE,WAIKIKI,11/30/2016,FOOD PANTRY KUHIO AV,2:26:40 PM,MOTOR VEHICLE COLLISION
39,83X MAIN ST,AIRPORT,11/30/2016,HOLY FAMILY SCH,2:24:50 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
40,KAPIOLANI BLVD&UNIVERSITY; AVE,MCCULLY,11/30/2016, ,2:22:40 PM,MOTOR VEHICLE COLLISION
41,127X KALANIIKI ST,WAIALAE,11/30/2016, ,2:21:07 PM,MOTOR VEHICLE COLLISION
42,LILIHA ST&N; VINEYARD BLVD,KALIHI,11/30/2016, ,2:18:11 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
43,H2S EXIT 2&KA; UKA BLVD,WAIPIO,11/30/2016, ,2:16:04 PM,TRAFFIC SIGNAL PROBLEM
44,KA UKA BLVD&KAM; HWY,WAIPIO,11/30/2016, ,2:14:36 PM,TRAFFIC SIGNAL PROBLEM
45,KALANIANAOLE HWY&KEAHOLE; ST,HAWAII KAI,11/30/2016, ,2:09:58 PM,MOTOR VEHICLE COLLISION
46,111X ALAKEA ST,DOWNTOWN,11/30/2016,DIST CRT HONOLULU,2:00:17 PM,MOTOR VEHICLE COLLISION
47,PALAMA ST&N; VINEYARD BLVD, ,11/30/2016, ,1:59:34 PM,MOTOR VEHICLE COLLISION
48,PALI HWY&WAOKANAKA; ST,NUUANU,11/30/2016, ,1:57:52 PM,MOTOR VEHICLE COLLISION
49,S KING ST&WARD; AVE,HONOLULU,11/30/2016, ,1:53:12 PM,MOTOR VEHICLE COLLISION
50,KAPIOLANI BLVD&SOUTH; ST,HONOLULU,11/30/2016, ,1:46:53 PM,MOTOR VEHICLE COLLISION
51,41X PACIFIC ST,KALIHI,11/30/2016,LOWES IWILEI,1:45:48 PM,STALLED/HAZARDOUS VEHICLE
52,20X H1E FWY,KALIHI,11/30/2016,H1E LIKELIKE OFF,1:42:03 PM,MOTOR VEHICLE COLLISION
53,24X H1E FWY,MCCULLY,11/30/2016,H1E BINGHAM OFF,7:37:31 AM,MOTOR VEHICLE COLLISION
54,91533X KAPOLEI PKWY,KAPOLEI,11/30/2016,KAPOLEI MS,7:32:03 AM,MOTOR VEHICLE COLLISION
55,55051X KAM HWY,LAIE,11/30/2016,LAIE SC-HRI,7:31:53 AM,MOTOR VEHICLE COLLISION
56,FARRINGTON HWY&HAKIMO; RD,NANAKULI,11/30/2016, ,7:15:56 AM,HAZARDOUS DRIVER
57,99024X MOANALUA RD,AIEA,11/30/2016,WENDYS AIEA,7:13:33 AM,MOTOR VEHICLE COLLISION
58,130X PUNCHBOWL ST,HONOLULU,11/30/2016,QUEENS HOSPITAL,7:07:05 AM,MOTOR VEHICLE COLLISION
59,PALI HWY&WAOKANAKA; ST,NUUANU,11/30/2016, ,7:06:32 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
60,25X KIHAPAI ST,KAILUA,11/30/2016, ,7:03:47 AM,MOTOR VEHICLE COLLISION
61,KIHAPAI ST&WAILEPO; PL,KAILUA,11/30/2016, ,6:59:54 AM,MOTOR VEHICLE COLLISION
62,H2N KAM ON PC,PEARL CITY,11/30/2016,H2N KAM ON PC,6:52:09 AM,MOTOR VEHICLE COLLISION
63,H2S FWY & KA UKA BLVD,WAIPIO,11/30/2016,H2S KA UKA OP,6:50:14 AM,MOTOR VEHICLE COLLISION
64,11X H1W FWY,PEARL CITY,11/30/2016,H1W KAAHUMANU OP,6:43:24 AM,MOTOR VEHICLE COLLISION
65,11X H1W FWY,PEARL CITY,11/30/2016,H1W PEARL CITY OFF,6:41:36 AM,MOTOR VEHICLE COLLISION - TOWED
66,FARRINGTON HWY&NANAKULI; AVE,NANAKULI,12/4/2016, ,7:19:30 PM,MOTOR VEHICLE COLLISION
67,94149X KAHUALOA ST,WAIPAHU,12/4/2016, ,7:19:29 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
68,MOKAPU ONTO H3W,KANEOHE,12/4/2016,MOKAPU ONTO H3W,6:57:40 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
69,KALAKAUA AVE&KAPIOLANI; BLVD,HONOLULU,12/4/2016, ,6:51:13 PM,MOTOR VEHICLE COLLISION
70,ARMY ST&FARRINGTON; HWY,WAIANAE,12/4/2016,ALOHA GAS WAIANAE,6:43:00 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
71,KUNIA ONTO H1W,KUNIA,12/4/2016,KUNIA ONTO H1W,6:39:44 PM,HAZARDOUS DRIVER
72,3X S KAM HWY,WAHIAWA,12/4/2016,WENDYS WAHIAWA,6:27:46 PM,MOTOR VEHICLE COLLISION
73,MAKAKILO ONTO H1E,KAPOLEI,12/5/2016,MAKAKILO ONTO H1E,5:17:34 AM,MOTOR VEHICLE COLLISION - TOWED
74,AKEPO LN&DILLINGHAM; BLVD,KALIHI,12/5/2016, ,4:52:28 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
75,H1E AIEA OFF,AIEA,12/5/2016,H1E AIEA OFF,4:44:17 AM,STALLED/HAZARDOUS VEHICLE
76,KANEOHE BAY DR&MIKIOLA; DR,KANEOHE,12/5/2016, ,4:43:56 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
77,KAPALAMA AVE&N; SCHOOL ST,KALIHI,12/5/2016, ,4:28:35 AM,STALLED/HAZARDOUS VEHICLE
78,20X H1W FWY,KALIHI,12/2/2016,H1W HOUGHTAILING OFF,6:49:50 AM,MOTOR VEHICLE COLLISION
79,73X WILIKINA DR,WAHIAWA,12/2/2016,WILIKINA APTS,6:45:26 AM,MOTOR VEHICLE COLLISION
80,MFW FT SHAFTER OFF,MOANALUA V,12/2/2016,MFW FT SHAFTER OFF,6:45:09 AM,HAZARDOUS DRIVER
81,H1E PEARL CITY OFF,WAIPAHU,12/2/2016,AT&T; HITS,6:38:51 AM,STALLED/HAZARDOUS VEHICLE
82,44X N KING ST,KALIHI,12/2/2016,FHB KING LILIHA,6:30:08 AM,MOTOR VEHICLE COLLISION
83,FARRINGTON HWY&LUALUALEI; HMSTD,WAIANAE,12/2/2016, ,6:24:31 AM,MOTOR VEHICLE COLLISION
84,HOOLAULEA ST&MOANALUA; RD,PEARL CITY,12/2/2016, ,6:24:04 AM,MOTOR VEHICLE COLLISION - TOWED
85,DILLINGHAM BLVD&MCNEILL; ST,KALIHI,12/2/2016, ,6:21:14 AM,MOTOR VEHICLE COLLISION
86,10X H1E FWY,PEARL CITY,12/2/2016,H1E PEARLRIDGE OFF,5:48:31 AM,STALLED/HAZARDOUS VEHICLE
87,46021X AHUI NANI PL,KANEOHE,12/2/2016, ,5:47:13 AM,MOTOR VEHICLE COLLISION
88,16X H1W FWY,AIRPORT,12/2/2016,H1W AIRPORT OFF,5:41:40 AM,HAZARDOUS DRIVER
89,40X W MOANALUA FWY,MOANALUA V,12/1/2016,MFW PUULOA OFF,3:31:49 AM,STALLED/HAZARDOUS VEHICLE
90,98035X KAAMILO ST,AIEA,12/1/2016, ,2:58:34 AM,STALLED/HAZARDOUS VEHICLE
91,13X H1E FWY,AIEA,12/1/2016,H1E EXIT13A H3E,8:38:10 PM,MOTOR VEHICLE COLLISION
92,HOMERULE ST&MOKAUEA; ST,KALIHI,12/1/2016, ,8:33:14 PM,MOTOR VEHICLE COLLISION
93,142X LILIHA ST,DOWNTOWN,12/1/2016,TIMES MARKET LILIHA,8:28:29 PM,MOTOR VEHICLE COLLISION
94,61003X KAM HWY,HALEIWA,12/1/2016,WAIMEA BAY BCH PK,7:53:27 PM,MOTOR VEHICLE COLLISION
95,KEOLU DR&WANAAO; RD,KAILUA,12/1/2016, ,7:45:42 PM,TRAFFIC SIGNAL PROBLEM
96,95X KAM HWY,PEARL CITY,12/1/2016,POST OFFICE PEARL CI,7:42:27 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
97,665X KALANIANAOLE HWY,HAWAII KAI,12/1/2016,OUTBACK STEAKHOUSE,7:38:08 PM,HAZARDOUS DRIVER
98,9X H1E FWY,WAIPAHU,12/1/2016,H1E WAIPAHU ON,7:31:25 AM,HAZARDOUS DRIVER
99,KOA AVE&ULUNIU; AVE,WAIKIKI,12/1/2016,KOA AVE&ULUNIU; AVE,7:23:04 AM,MOTOR VEHICLE COLLISION
100,KAPOLEI PKWY&KINOIKI; ST,KAPOLEI,12/1/2016, ,7:16:26 AM,STALLED/HAZARDOUS VEHICLE
101,KAM HWY&PUULOA; RD,AIRPORT,12/1/2016, ,7:15:25 AM,MOTOR VEHICLE COLLISION
102,87173X MOHIHI ST,NANAKULI,12/1/2016, ,7:14:26 AM,MOTOR VEHICLE COLLISION
103,34X SEASIDE AVE,WAIKIKI,12/1/2016,SHORELINE HOTEL,7:13:25 AM,MOTOR VEHICLE COLLISION
104,2X H2N FWY,PEARL CITY,12/1/2016,H2N KA UKA OFF,7:08:10 AM,STALLED/HAZARDOUS VEHICLE
105,260X PAUOA RD,PUNCHBOWL,12/1/2016, ,6:54:33 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
106,2X H2N FWY,PEARL CITY,12/1/2016,H2N KA UKA OFF,6:53:39 AM,STALLED/HAZARDOUS VEHICLE
107,S HOTEL ST&NUUANU; AVE,DOWNTOWN,12/1/2016, ,6:50:50 AM,MOTOR VEHICLE COLLISION
108,45072X KAM HWY,KANEOHE,12/1/2016,ST MARK LUTHERAN SCHOOL,6:47:47 AM,MOTOR VEHICLE COLLISION
109,7X H1E FWY,WAIPAHU,12/4/2016,H1E WAIKELE OFF,2:23:03 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
110,42X ALAKAWA ST,KALIHI,12/4/2016,HOME DEPOT IWILEI,2:16:48 PM,HAZARDOUS DRIVER
111,22X H1W FWY,PUNCHBOWL,12/4/2016,H1W PALI OFF,2:12:14 PM,STALLED/HAZARDOUS VEHICLE
112,KUNIA ONTO H1E,WAIPAHU,12/4/2016,KUNIA ONTO H1E,2:11:44 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
113,20X H1E FWY,KALIHI,12/4/2016,H1E VINEYARD OFF,2:07:41 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
114,SALT LAKE BLVD&WANAKA; ST,ALIAMANU,12/4/2016, ,2:04:58 PM,MOTOR VEHICLE COLLISION
115,WAIMALU ONTO H1W,PEARL CITY,12/4/2016,WAIMALU ONTO H1W,1:53:18 PM,MOTOR VEHICLE COLLISION
116,LIKELIKE HWY&VALLEY; VIEW DR,KALIHI,12/4/2016, ,1:39:30 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
117,KAHEKILI HWY&LIKELIKE; HWY,KANEOHE,12/4/2016, ,1:30:27 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
118,16X H1W FWY,AIRPORT,12/4/2016,H1W AIRPORT OFF,1:23:15 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
119,ISENBERG ST&S; KING ST,MCCULLY,11/30/2016, ,1:40:40 AM,MOTOR VEHICLE COLLISION
120,458X KAPOLEI PKWY,KAPOLEI,12/3/2016,COSTCO KAPOLEI,8:15:40 AM,MOTOR VEHICLE COLLISION
121,KALAELOA BLVD&KAPOLEI; PKWY,KAPOLEI,12/3/2016, ,8:10:40 AM,MOTOR VEHICLE COLLISION
122,KAHUAPAANI ST&SALT; LAKE BLVD,AIEA,12/3/2016, ,8:09:36 AM,HAZARDOUS DRIVER
123,100X KAPIOLANI BLVD,HONOLULU,12/3/2016,PACIFICA OF HONOLULU ASSOCIAT,7:57:30 AM,MOTOR VEHICLE COLLISION
124,59X FARRINGTON HWY,KAPOLEI,12/3/2016,MCDONALDS KAPOLEI SC,7:52:23 AM,MOTOR VEHICLE COLLISION
125,5X H2N FWY,MILILANI,12/3/2016,H2N MAUKA OFF,7:51:01 AM,MOTOR VEHICLE COLLISION
126,92030X HOOKILI PL,MAKAKILO,12/3/2016, ,7:48:56 AM,MOTOR VEHICLE COLLISION
127,94033X PAIWA ST,WAIPAHU,12/3/2016, ,7:40:13 AM,MOTOR VEHICLE COLLISION
128,84X ALA LILIKOI ST,SALT LAKE,12/3/2016,SALT LAKE SC,7:33:35 AM,MOTOR VEHICLE COLLISION
129,94091X FARRINGTON HWY,WAIPAHU,12/3/2016,7ELEVEN WAIPAHU,7:31:17 AM,MOTOR VEHICLE COLLISION
130,94121X FARRINGTON HWY,WAIPAHU,12/3/2016,WAIPAHU HS,7:27:41 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
131,DOLE ST&MCCULLY; ST,MANOA,12/3/2016, ,7:26:46 AM,MOTOR VEHICLE COLLISION
132,KAPIOLANI FROM H1W,KAIMUKI,12/3/2016,KAPIOLANI FROM H1W,7:24:23 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
133,FARRINGTON HWY&KEALANANI; AVE,KAPOLEI,11/30/2016, ,6:35:56 PM,MOTOR VEHICLE COLLISION
134,9TH AVE&HARDING; AVE,KAIMUKI,11/30/2016, ,6:34:58 PM,MOTOR VEHICLE COLLISION
135,91104X KAI KUKUMA ST,EWA BEACH,11/30/2016, ,6:34:24 PM,MOTOR VEHICLE COLLISION
136,KEEAUMOKU ST&YOUNG; ST,HONOLULU,11/30/2016, ,6:20:04 PM,MOTOR VEHICLE COLLISION
137,KAILUA RD&KALANIANAOLE; HWY,KAILUA,11/30/2016, ,6:16:46 PM,HAZARDOUS DRIVER
138,H1E PEARL CITY OFF,WAIPAHU,11/30/2016,H1E PEARL CITY OFF,6:16:28 PM,HAZARDOUS DRIVER
139,19X H1W FWY,KALIHI,11/30/2016,H1W EXIT19A MIDDLE,6:13:04 PM,MOTOR VEHICLE COLLISION
140,92078X FARRINGTON HWY,KAPOLEI,11/30/2016,HONOKAI HALE,5:58:09 PM,TRAFFIC SIGNAL PROBLEM
141,PALI ONTO H1E&QUEEN; EMMA ST,DOWNTOWN,11/30/2016, ,5:52:20 PM,MOTOR VEHICLE COLLISION
142,45099X LIKELIKE HWY,KANEOHE,11/30/2016,WILSON TUNNEL D4 S,5:47:04 PM,STALLED/HAZARDOUS VEHICLE
143,MATLOCK AVE&PIIKOI; ST,HONOLULU,11/30/2016, ,5:46:37 PM,MOTOR VEHICLE COLLISION
144,KEEAUMOKU ST&YOUNG; ST,HONOLULU,11/30/2016, ,5:40:56 PM,MOTOR VEHICLE COLLISION
145,127X N KING ST,KALIHI,12/2/2016,POST OFFICE KAPALAMA,9:44:46 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
146,400X LIKELIKE HWY,KALIHI,12/2/2016,WILSON TUNNEL D5 S,9:44:22 AM,MOTOR VEHICLE COLLISION
147,LIKELIKE HWY&N; SCHOOL ST,KALIHI,12/2/2016,KAM SC,9:43:56 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
148,45099X LIKELIKE HWY,KANEOHE,12/2/2016,WILSON TUNNEL D4 N,9:41:08 AM,MOTOR VEHICLE COLLISION
149,CAMPBELL AVE&MONSARRAT; AVE,KAPAHULU,12/2/2016, ,9:40:30 AM,HAZARDOUS DRIVER
150,KIILANI ST&NANAMUA; PL,MILILANI,12/2/2016, ,9:37:22 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
151,ALA MOANA&PIIKOI; ST,ALA MOANA,12/2/2016, ,9:37:17 AM,MOTOR VEHICLE COLLISION
152,FERN ST&KALAKAUA; AVE,MCCULLY,12/2/2016, ,9:33:10 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
153,LAE ST&PAUOA; RD,PUNCHBOWL,12/2/2016, ,9:23:23 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
154,KAU ST&UKEE; ST,WAIPIO,12/2/2016, ,9:21:56 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
155,364X LIKELIKE HWY,KALIHI,12/2/2016,BURMEISTER OP S,9:14:57 AM,MOTOR VEHICLE COLLISION
156,FARRINGTON HWY&HAKIMO; RD,NANAKULI,12/2/2016, ,9:06:13 AM,MOTOR VEHICLE COLLISION
157,680X HAWAII KAI DR,HAWAII KAI,12/2/2016,OAHU CLUB,8:58:12 AM,MOTOR VEHICLE COLLISION
158,458X KAPOLEI PKWY,KAPOLEI,12/1/2016,COSTCO KAPOLEI,5:30:55 PM,MOTOR VEHICLE COLLISION
159,COOKE ST&KAPIOLANI; BLVD,HONOLULU,12/1/2016,LEXUS DEALERSHIP,5:28:53 PM,MOTOR VEHICLE COLLISION
160,N HOTEL ST&NUUANU; AVE,DOWNTOWN,12/1/2016, ,5:14:30 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
161,KANUKU PL&KANUKU; ST,AIEA,12/1/2016, ,5:12:01 PM,MOTOR VEHICLE COLLISION
162,10X H1E FWY,PEARL CITY,12/1/2016,H1E PEARLRIDGE OFF,5:08:51 PM,STALLED/HAZARDOUS VEHICLE
163,KAUHALE ST&MOANALUA; RD,AIEA,12/1/2016, ,5:07:26 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
164,DOLE ST&ST; LOUIS DR,KAIMUKI,12/1/2016, ,5:06:20 PM,MOTOR VEHICLE COLLISION
165,24X BEACH WALK,WAIKIKI,12/1/2016, ,5:03:15 PM,MOTOR VEHICLE COLLISION
166,191X COLBURN ST,KALIHI,12/1/2016, ,4:51:59 PM,MOTOR VEHICLE COLLISION
167,456X SALT LAKE BLVD,AIEA,12/1/2016,KMART STADIUM MP,4:51:48 PM,MOTOR VEHICLE COLLISION
168,202X KAPIOLANI BLVD,MCCULLY,12/1/2016,ALA WAI FIELD,4:48:39 PM,MOTOR VEHICLE COLLISION
169,JARRETT WHITE RD&MOANALUA; RD,MOANALUA V,12/1/2016, ,4:46:45 PM,MOTOR VEHICLE COLLISION
170,64155X KAM HWY,WAHIAWA,12/1/2016,DOLE PLANTATION,4:44:05 PM,MOTOR VEHICLE COLLISION
171,FORT WEAVER RD&KOLOWAKA; DR,EWA BEACH,12/1/2016, ,4:41:29 PM,STALLED/HAZARDOUS VEHICLE
172,16X H1W FWY,AIRPORT,12/5/2016,H1W AIRPORT OFF,4:18:45 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
173,H1W HALAWA ON,AIEA,12/5/2016,H1W HALAWA ON,4:18:06 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
174,41180X KALANIANAOLE HWY,WAIMANALO,12/5/2016,OLOMANA GC,4:07:43 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
175,5X H2S FWY,MILILANI,12/5/2016,H2S MILILANI OFF,4:02:13 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
176,188X CALIFORNIA AVE,WAHIAWA,12/5/2016,CHURCH OF CHRIST,3:42:42 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
177,11X H1W FWY,PEARL CITY,12/5/2016,H1W PEARL CITY OFF,3:33:36 AM,STALLED/HAZARDOUS VEHICLE
178,LAUKO ST&MANAGERS; DR,WAIPAHU,12/5/2016,YMCA WAIPAHU,3:24:58 AM,MOTOR VEHICLE COLLISION - TOWED
179,KUNIA ONTO H1W,KUNIA,12/4/2016,KUNIA ONTO H1W,3:20:51 PM,MOTOR VEHICLE COLLISION
180,ENA RD&KALAKAUA; AVE,WAIKIKI,12/4/2016,7ELEVEN WAIKIKI,3:19:36 PM,MOTOR VEHICLE COLLISION
181,8X H1E FWY,WAIPIO,12/4/2016,H1E H2S,3:18:08 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
182,FORT WEAVER RD&RENTON; RD,EWA BEACH,12/4/2016, ,3:04:30 PM,MOTOR VEHICLE COLLISION - TOWED
183,H1E KAM OFF,WAIPAHU,12/4/2016,H1E KAM OFF,2:59:06 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
184,113X S KING ST,HONOLULU,12/4/2016, ,2:49:51 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
185,LUNALILO HOME RD&WAILUA; ST,HAWAII KAI,12/4/2016, ,2:48:11 PM,TRAFFIC SIGNAL PROBLEM
186,100X KAM HWY,PEARL CITY,12/4/2016,PEARL HIGHLANDS CTR,2:45:33 PM,MOTOR VEHICLE COLLISION
187,328X ROUND TOP DR,MAKIKI,12/4/2016,PUU UALAKAA STATE PK,2:42:58 PM,HAZARDOUS DRIVER
188,91500X KAPOLEI PKWY,KAPOLEI,12/4/2016,KAPOLEI HS,2:41:15 PM,HAZARDOUS DRIVER
189,46010X KAHEKILI HWY,KANEOHE,12/3/2016,BIG DIP KAHEKILI HWY,2:20:50 PM,MOTOR VEHICLE COLLISION
190,KAPOLEI PKWY&MALUOHAI; ST,KAPOLEI,12/3/2016, ,2:15:33 PM,STALLED/HAZARDOUS VEHICLE
191,41X ATKINSON DR,ALA MOANA,12/3/2016,ALA MOANA HTL,2:07:25 PM,MOTOR VEHICLE COLLISION
192,93006X WAIPIO POINT ACC RD,WAIPAHU,12/3/2016,WAIPIO SOCCER FIELD,2:06:50 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
193,FORT WEAVER RD&KUNIA; RD,EWA BEACH,12/3/2016, ,2:05:07 PM,HAZARDOUS DRIVER
194,100X KAM HWY,PEARL CITY,12/3/2016,SAMS CLUB,2:00:18 PM,MOTOR VEHICLE COLLISION
195,DILLINGHAM BLVD&PUUHALE; RD,KALIHI,12/3/2016, ,1:58:45 PM,MOTOR VEHICLE COLLISION
196,H1E EXIT 8B&H2N; FWY,PEARL CITY,12/3/2016, ,1:52:37 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
197,FARRINGTON HWY&HELELUA; ST,NANAKULI,12/3/2016, ,1:51:53 PM,MOTOR VEHICLE COLLISION
198,50X ALA MOANA,DOWNTOWN,12/3/2016,RESTAURANT ROW,1:50:36 PM,MOTOR VEHICLE COLLISION
199,COOLIDGE ST&S; KING ST,MCCULLY,12/3/2016,ONE PLUS ONE  DRIVE,1:44:22 PM,MOTOR VEHICLE COLLISION
200,46033X HAIKU RD,KANEOHE,12/3/2016,HALEIWA JOES HAIKU,1:42:08 PM,HAZARDOUS DRIVER
201,82X WARD AVE,HONOLULU,12/3/2016,HECO WARD AVE COMPLE,1:38:35 PM,MOTOR VEHICLE COLLISION
202,22X H1E FWY,HONOLULU,12/3/2016,H1E KINAU OFF,1:38:26 PM,MOTOR VEHICLE COLLISION
203,JACK LN&PALI; HWY,NUUANU,12/3/2016, ,1:32:43 PM,MOTOR VEHICLE COLLISION
204,91214X FORT WEAVER RD,EWA BEACH,12/3/2016,QUEENS MED CTR WEST,1:32:34 PM,HAZARDOUS DRIVER
205,8X H1E FWY,WAIPIO,12/3/2016,H1E H2N OFF,1:31:48 PM,STALLED/HAZARDOUS VEHICLE
206,LEKEONA ST&MAPUANA; ST,KAILUA,12/3/2016, ,1:30:24 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
